Treatment/Control,Year,Array,Tube,z,Date,Length (cm),Width (cm),Volume (cm3),Set
Treatment,1,4,2,12,19/03/2018,1.2322,0.044651625,0.001929502103851,9
Treatment,1,4,2,12,19/03/2018,1.30451,0.043262896,0.001917644513707,9
Treatment,1,4,2,12,19/03/2018,0.63674,0.099729563,0.004973927832021,9
Treatment,1,4,2,13,19/03/2018,0.31379,0.046207561,0.000526204678069,9
Treatment,1,4,3,1,19/03/2018,1.46197,0.035879199,0.001478132796715,9
Treatment,1,4,3,1,19/03/2018,1.30171,0.035879199,0.001316101043669,9
Treatment,1,4,3,1,19/03/2018,0.85411,0.039491909,0.001046211709372,9
Treatment,1,4,3,1,19/03/2018,0.15526,0.034991905,0.000149308409644,9
Treatment,1,4,3,1,19/03/2018,0.19533,0.078610809,0.000948031998264,9
Treatment,1,4,3,1,19/03/2018,0.22826,0.083590453,0.001252658486671,9
Treatment,1,4,3,1,19/03/2018,0.24049,0.032908409,0.000204550388847,9
Treatment,1,4,3,1,19/03/2018,0.10966,0.02136966,3.93308181793095E-05,9
Treatment,1,4,3,1,19/03/2018,1.6302,0.057257898,0.004197601481221,9
Treatment,1,4,3,2,19/03/2018,0.70239,0.024684087,0.000336125894705,9
Treatment,1,4,3,2,19/03/2018,0.46513,0.034874404,0.000444301167768,9
Treatment,1,4,3,2,19/03/2018,0.21761,0.029864491,0.000152432859914,9
Treatment,1,4,3,2,19/03/2018,0.55572,0.039611499,0.00068483838845,9
Treatment,1,4,3,2,19/03/2018,1.05144,0.03280684,0.000888797471724,9
Treatment,1,4,3,2,19/03/2018,0.77935,0.129246461,0.010224907188562,9
Treatment,1,4,3,2,19/03/2018,0.55222,0.041158283,0.000734710326821,9
Treatment,1,4,3,3,19/03/2018,0.20708,0.022391079,8.15413158165648E-05,9
Treatment,1,4,3,3,19/03/2018,0.39504,0.02781272,0.00024000346643,9
Treatment,1,4,3,3,19/03/2018,0.92238,0.029808998,0.000643715768696,9
Treatment,1,4,3,4,19/03/2018,0.65119,0.021917684,0.000245689479103,9
Treatment,1,4,3,4,19/03/2018,0.30398,0.070076794,0.001172419342115,9
Treatment,1,4,3,4,19/03/2018,0.06515,0.011351064,6.59290896828842E-06,9
Treatment,1,4,3,4,19/03/2018,0.06806,0.011444287,7.00098166577238E-06,9
Treatment,1,4,3,4,19/03/2018,0.03401,0.006572612,1.15391053196679E-06,9
Treatment,1,4,3,4,19/03/2018,0.08916,0.00537652,2.02424048095443E-06,9
Treatment,1,4,3,4,19/03/2018,0.0174,0.008963052,1.09786918349904E-06,9
Treatment,1,4,3,4,19/03/2018,0.88787,0.017513824,0.000213895111321,9
Treatment,1,4,3,4,19/03/2018,1.18647,0.0337858,0.001063689053173,9
Treatment,1,4,3,4,19/03/2018,0.74695,0.03019862,0.000535001796865,9
Treatment,1,4,3,4,19/03/2018,0.85499,0.098581122,0.006525864668835,9
Treatment,1,4,3,4,19/03/2018,0.42831,0.059640066,0.001196531012815,9
Treatment,1,4,3,5,19/03/2018,0.40937,0.095703659,0.002944846160627,9
Treatment,1,4,3,5,19/03/2018,0.18035,0.0131365,2.4443590616445E-05,9
Treatment,1,4,3,5,19/03/2018,0.88668,0.017312702,0.000208730606239,9
Treatment,1,4,3,5,19/03/2018,0.72526,0.017992507,0.000184402413465,9
Treatment,1,4,3,5,19/03/2018,0.34643,0.031055611,0.000262412890247,9
Treatment,1,4,3,5,19/03/2018,0.34275,0.017129243,7.89847629086917E-05,9
Treatment,1,4,3,5,19/03/2018,0.70682,0.027604389,0.000423013884048,9
Treatment,1,4,3,6,19/03/2018,0.63244,0.018000375,0.000160942947294,9
Treatment,1,4,3,6,19/03/2018,1.83124,0.084363097,0.010236224673453,9
Treatment,1,4,3,6,19/03/2018,0.21389,0.065119615,0.000712366755115,9
Treatment,1,4,3,7,19/03/2018,0.58076,0.032810693,0.000491040165748,9
Treatment,1,4,3,7,19/03/2018,0.94344,0.041656819,0.001285807653822,9
Treatment,1,4,3,7,19/03/2018,0.77008,0.058755891,0.002087988930103,9
Treatment,1,4,3,7,19/03/2018,1.55243,0.023407639,0.000668061990559,9
Treatment,1,4,3,7,19/03/2018,0.63666,0.040406564,0.00081639610194,9
Treatment,1,4,3,7,19/03/2018,1.3772,0.035723375,0.001380357227834,9
Treatment,1,4,3,8,19/03/2018,1.76137,0.026539694,0.000974388011631,9
Treatment,1,4,3,8,19/03/2018,0.68148,0.025581219,0.000350255610493,9
Treatment,1,4,3,8,19/03/2018,1.35235,0.053700891,0.003062961958396,9
Treatment,1,4,3,8,19/03/2018,2.22405,0.062610658,0.006847477235446,9
Treatment,1,4,3,8,19/03/2018,0.12383,0.065691096,0.000419689788972,9
Treatment,1,4,3,9,19/03/2018,1.14948,0.039822125,0.001431659687633,9
Treatment,1,4,3,10,19/03/2018,0.76697,0.071060052,0.003041717898532,9
Treatment,1,4,3,10,19/03/2018,0.77658,0.073495155,0.003294527495251,9
Treatment,1,4,3,10,19/03/2018,0.30155,0.056133622,0.000746268274067,9
Treatment,1,4,3,10,19/03/2018,0.34364,0.031380208,0.000265769329511,9
Treatment,1,4,3,10,19/03/2018,0.3432,0.05371045,0.000777596640753,9
Treatment,1,4,3,11,19/03/2018,1.13336,0.160513455,0.022934024980189,9
Treatment,1,4,3,11,19/03/2018,0.58189,0.057449714,0.001508363971107,9
Treatment,1,4,3,12,19/03/2018,0.41136,0.050780292,0.000833109259734,9
Treatment,1,4,4,2,19/03/2018,0.12066,0.035100997,0.00011675936919,9
Treatment,1,4,4,2,19/03/2018,0.13942,0.034791838,0.000132546827651,9
Treatment,1,4,4,2,19/03/2018,0.10667,0.039982912,0.000133930858226,9
Treatment,1,4,4,2,19/03/2018,0.16757,0.038215986,0.000192209975142,9
Treatment,1,4,4,2,19/03/2018,0.51823,0.033401073,0.000454080552479,9
Treatment,1,4,4,3,19/03/2018,0.91289,0.096129687,0.006625566552932,9
Treatment,1,4,4,3,19/03/2018,1.72835,0.036426741,0.001801199609806,9
Treatment,1,4,4,3,19/03/2018,0.95339,0.108374671,0.008794591890963,9
Treatment,1,4,4,3,19/03/2018,0.53183,0.012348502,6.36928818111994E-05,9
Treatment,1,4,4,3,19/03/2018,1.17157,0.078525707,0.005673897256727,9
Treatment,1,4,4,3,19/03/2018,1.53362,0.160172525,0.030901767597492,9
Treatment,1,4,4,4,19/03/2018,1.24135,0.023169257,0.000523368978087,9
Treatment,1,4,4,4,19/03/2018,0.20782,0.105022615,0.001800290171616,9
Treatment,1,4,4,4,19/03/2018,0.40802,0.109491836,0.003841797260566,9
Treatment,1,4,4,4,19/03/2018,0.51324,0.081273399,0.002662605697958,9
Treatment,1,4,4,4,19/03/2018,0.37352,0.043748499,0.000561474050795,9
Treatment,1,4,4,4,19/03/2018,0.58625,0.123301697,0.007000200478082,9
Treatment,1,4,4,4,19/03/2018,1.18987,0.139377341,0.018154043813078,9
Treatment,1,4,4,4,19/03/2018,0.27146,0.049350259,0.000519247281932,9
Treatment,1,4,4,4,19/03/2018,0.53236,0.04726344,0.000933997226909,9
Treatment,1,4,4,4,19/03/2018,1.40506,0.191206926,0.040345176868999,9
Treatment,1,4,4,4,19/03/2018,1.46898,0.188412546,0.040956707247802,9
Treatment,1,4,4,5,19/03/2018,1.03967,0.050485299,0.002081205152511,9
Treatment,1,4,4,5,19/03/2018,0.95914,0.039096231,0.001151439972049,9
Treatment,1,4,4,5,19/03/2018,0.41754,0.037882088,0.000470603788037,9
Treatment,1,4,4,6,19/03/2018,0.25019,0.019245627,7.27819338120797E-05,9
Treatment,1,4,4,6,19/03/2018,0.03957,0.023201437,1.6729591363034E-05,9
Treatment,1,4,4,6,19/03/2018,0.17288,0.037870819,0.000194734842248,9
Treatment,1,4,4,6,19/03/2018,0.10662,0.025690912,5.52697163553753E-05,9
Treatment,1,4,4,6,19/03/2018,0.87046,0.044291634,0.001341163539916,9
Treatment,1,4,4,6,19/03/2018,0.01604,0.026593632,8.90941498237702E-06,9
Treatment,1,4,4,6,19/03/2018,0.02631,0.038355903,3.04000841601098E-05,9
Treatment,1,4,4,6,19/03/2018,0.2033,0.024800206,9.82058750430908E-05,9
Treatment,1,4,4,6,19/03/2018,0.0853,0.034848325,8.1358393130486E-05,9
Treatment,1,4,4,6,19/03/2018,1.30811,0.041085792,0.001734271577273,9
Treatment,1,4,4,6,19/03/2018,0.73272,0.024201556,0.000337065372564,9
Treatment,1,4,4,6,19/03/2018,0.93488,0.024707707,0.000448239648196,9
Treatment,1,4,4,6,19/03/2018,0.93269,0.021487133,0.000338207924276,9
Treatment,1,4,4,6,19/03/2018,1.01059,0.025496439,0.000515968950122,9
Treatment,1,4,4,6,19/03/2018,0.12312,0.011880014,1.36474661639312E-05,9
Treatment,1,4,4,6,19/03/2018,0.3556,0.011598114,3.75686866700835E-05,9
Treatment,1,4,4,6,19/03/2018,0.66436,0.024894144,0.000323360811258,9
Treatment,1,4,4,6,19/03/2018,1.5794,0.014704825,0.000268226306277,9
Treatment,1,4,4,7,19/03/2018,0.53676,0.013270267,7.42384645297664E-05,9
Treatment,1,4,4,7,19/03/2018,0.72128,0.046012016,0.001199322354914,9
Treatment,1,4,4,7,19/03/2018,0.1713,0.03110332,0.000130154855567,9
Treatment,1,4,4,7,19/03/2018,0.56199,0.032553706,0.000467755579182,9
Treatment,1,4,4,7,19/03/2018,0.25301,0.046446539,0.000428680685628,9
Treatment,1,4,4,7,19/03/2018,0.54072,0.01138114,5.50089657030995E-05,9
Treatment,1,4,4,7,19/03/2018,0.64263,0.023016651,0.000267383605778,9
Treatment,1,4,4,7,19/03/2018,0.99677,0.017381641,0.00023651899477,9
Treatment,1,4,4,7,19/03/2018,0.04232,0.008329123,2.30586418943839E-06,9
Treatment,1,4,4,7,19/03/2018,1.01071,0.007898682,4.95250971624846E-05,9
Treatment,1,4,4,7,19/03/2018,0.45619,0.009541723,3.26203701584596E-05,9
Treatment,1,4,4,7,19/03/2018,0.21283,0.009974267,1.66296970970574E-05,9
Treatment,1,4,4,7,19/03/2018,0.75463,0.008565621,4.34851817674923E-05,9
Treatment,1,4,4,7,19/03/2018,0.34878,0.009842462,2.65368018350586E-05,9
Treatment,1,4,4,7,19/03/2018,0.1327,0.008293823,7.16918789684117E-06,9
Treatment,1,4,4,7,19/03/2018,0.12019,0.00719756,4.89022045084229E-06,9
Treatment,1,4,4,7,19/03/2018,0.84356,0.00818952,4.44347139156815E-05,9
Treatment,1,4,4,7,19/03/2018,0.78847,0.007875644,3.84102241526487E-05,9
Treatment,1,4,4,7,19/03/2018,0.60256,0.058038083,0.00159410135652,9
Treatment,1,4,4,7,19/03/2018,1.30935,0.030191017,0.00093734777426,9
Treatment,1,4,4,7,19/03/2018,1.25011,0.019302481,0.000365817107145,9
Treatment,1,4,4,8,19/03/2018,0.61873,0.017833537,0.000154548809057,9
Treatment,1,4,4,8,19/03/2018,0.19979,0.026854762,0.000113163371243,9
Treatment,1,4,4,8,19/03/2018,0.2831,0.0105926,2.49479307137393E-05,9
Treatment,1,4,4,8,19/03/2018,0.23962,0.036871884,0.00025586049514,9
Treatment,1,4,4,8,19/03/2018,0.7864,0.040687958,0.001022503512157,9
Treatment,1,4,4,8,19/03/2018,1.62935,0.034409491,0.001515166627923,9
Treatment,1,4,4,8,19/03/2018,0.49501,0.007355434,2.10339139490517E-05,9
Treatment,1,4,4,9,19/03/2018,0.72795,0.04672797,0.001248374513743,9
Treatment,1,4,4,10,19/03/2018,0.5143,0.057354786,0.001328756390458,9
Treatment,1,4,4,10,19/03/2018,1.1645,0.043944668,0.001766206110272,9
Treatment,1,4,4,10,19/03/2018,0.38949,0.038298693,0.000448697585865,9
Treatment,1,4,4,11,19/03/2018,1.37982,0.038372412,0.001595695968175,9
Treatment,1,4,4,11,19/03/2018,0.34757,0.041536802,0.000470975060988,9
Treatment,1,4,4,12,19/03/2018,0.41288,0.032937967,0.00035180899626,9
Treatment,1,4,4,12,19/03/2018,0.16825,0.031346587,0.000129844964327,9
Treatment,1,4,4,12,19/03/2018,0.93588,0.031422002,0.000725733857801,9
Treatment,1,4,4,12,19/03/2018,0.52062,0.03708625,0.000562388207474,9
Treatment,1,4,4,12,19/03/2018,1.36377,0.053001387,0.0030088817275,9
Treatment,1,4,4,13,19/03/2018,0.4179,0.018498778,0.000112317639278,9
Treatment,1,4,4,13,19/03/2018,0.22288,0.023658025,9.79755220832151E-05,9
Treatment,1,4,4,13,19/03/2018,0.44144,0.016718731,9.69098269285604E-05,9
Treatment,1,4,4,14,19/03/2018,0.83205,0.024640934,0.00039678319525,9
Treatment,1,4,4,14,19/03/2018,0.52646,0.036165757,0.000540816600369,9
Treatment,1,4,4,14,19/03/2018,1.26653,0.019742513,0.000387712551847,9
Treatment,2,1,1,1,23/04/2018,1.129536863,0.030117352,0.000804680529708,10
Treatment,2,1,1,1,23/04/2018,0.515847518,0.01885823,0.000144082991282,10
Treatment,2,1,1,1,23/04/2018,0.035626064,0.020264513,1.14902558903417E-05,10
Treatment,2,1,1,1,23/04/2018,1.87064263,0.033225542,0.001621901555041,10
Treatment,2,1,1,2,23/04/2018,0.252615414,0.021971138,9.57755081692613E-05,10
Treatment,2,1,1,2,23/04/2018,0.809464889,0.017795406,0.000201327607194,10
Treatment,2,1,1,3,23/04/2018,0.921692701,0.014925953,0.000161272308382,10
Treatment,2,1,1,3,23/04/2018,0.221243304,0.015808241,4.34236920868604E-05,10
Treatment,2,1,1,3,23/04/2018,0.284486289,0.01586256,5.62208503770365E-05,10
Treatment,2,1,1,3,23/04/2018,1.288919523,0.047449881,0.002279216454788,10
Treatment,2,1,1,4,23/04/2018,0.530138197,0.037638896,0.000589864642019,10
Treatment,2,1,1,4,23/04/2018,0.284871439,0.005820131,7.57886103033346E-06,10
Treatment,2,1,1,4,23/04/2018,0.120900928,0.011950974,1.3562062830753E-05,10
Treatment,2,1,1,4,23/04/2018,0.209820136,0.012296982,2.49191803567223E-05,10
Treatment,2,1,1,4,23/04/2018,1.160462576,0.021470543,0.00042015226591,10
Treatment,2,1,1,4,23/04/2018,0.799802422,0.005522004,1.9154272571304E-05,10
Treatment,2,1,1,4,23/04/2018,0.664098816,0.034900712,0.000635317465135,10
Treatment,2,1,1,4,23/04/2018,0.197861795,0.035551826,0.000196415285523,10
Treatment,2,1,1,4,23/04/2018,0.261331223,0.04705944,0.00045454232088,10
Treatment,2,1,1,4,23/04/2018,0.96972634,0.018528366,0.000261464630784,10
Treatment,2,1,1,4,23/04/2018,2.22742449,0.030698766,0.001648672302052,10
Treatment,2,1,1,5,23/04/2018,0.431268861,0.009131791,2.82455179348114E-05,10
Treatment,2,1,1,5,23/04/2018,0.329866842,0.015526351,6.24549661205469E-05,10
Treatment,2,1,1,5,23/04/2018,0.33476319,0.022283965,0.000130560603091,10
Treatment,2,1,1,5,23/04/2018,1.496367723,0.020422104,0.000490149781484,10
Treatment,2,1,1,5,23/04/2018,0.165855563,0.025032026,8.16228133565723E-05,10
Treatment,2,1,1,5,23/04/2018,0.155515545,0.025322983,7.83236734519918E-05,10
Treatment,2,1,1,5,23/04/2018,0.758381326,0.027802831,0.000460421064735,10
Treatment,2,1,1,5,23/04/2018,0.054652054,0.032549959,4.54775327247558E-05,10
Treatment,2,1,1,6,23/04/2018,1.08100789,0.022646737,0.000435441333689,10
Treatment,2,1,1,6,23/04/2018,0.378645149,0.012928489,4.97069885117991E-05,10
Treatment,2,1,1,6,23/04/2018,0.199146986,0.011899422,2.21470040785093E-05,10
Treatment,2,1,1,6,23/04/2018,0.090598521,0.020901751,3.1086795910216E-05,10
Treatment,2,1,1,6,23/04/2018,0.115592767,0.023740347,5.11675119117487E-05,10
Treatment,2,1,1,6,23/04/2018,0.603515057,0.024974346,0.000295641823769,10
Treatment,2,1,1,6,23/04/2018,0.338589511,0.028622789,0.000217864722281,10
Treatment,2,1,1,6,23/04/2018,0.464077698,0.028677359,0.000299749535627,10
Treatment,2,1,1,6,23/04/2018,0.119801777,0.0334583,0.000105332045058,10
Treatment,2,1,1,6,23/04/2018,0.079168908,0.042304757,0.000111281399485,10
Treatment,2,1,1,7,23/04/2018,0.53185253,0.034056492,0.000484485257785,10
Treatment,2,1,1,7,23/04/2018,1.305572936,0.034056492,0.001189297417567,10
Treatment,2,1,1,7,23/04/2018,0.663104252,0.032510705,0.00055045789112,10
Treatment,2,1,1,8,23/04/2018,0.064372509,0.020912733,2.21111604766449E-05,10
Treatment,2,1,1,8,23/04/2018,0.80274617,0.032754286,0.000676400671945,10
Treatment,2,1,1,8,23/04/2018,1.401543891,0.021732415,0.00051989087714,10
Treatment,2,1,1,8,23/04/2018,0.295621095,0.021869355,0.000111044456988,10
Treatment,2,1,1,9,23/04/2018,1.566228459,0.029088151,0.001040822944709,10
Treatment,2,1,1,9,23/04/2018,0.6003567,0.025020683,0.000295186979778,10
Treatment,2,1,1,9,23/04/2018,1.281994834,0.034551722,0.001202029657773,10
Treatment,2,1,1,9,23/04/2018,0.747571483,0.039317534,0.000907642415477,10
Treatment,2,1,1,10,23/04/2018,0.737630437,0.029134925,0.000491763342762,10
Treatment,2,1,1,10,23/04/2018,0.829989623,0.035409055,0.000817317598004,10
Treatment,2,1,1,10,23/04/2018,0.720993257,0.042354033,0.001015804795852,10
Treatment,2,1,1,10,23/04/2018,1.376031879,0.090975533,0.008944729826707,10
Treatment,2,1,1,10,23/04/2018,0.342435651,0.016075242,6.94997954726728E-05,10
Treatment,2,1,1,10,23/04/2018,0.274048088,0.016606534,5.93573206457435E-05,10
Treatment,2,1,1,10,23/04/2018,0.349230197,0.021637179,0.000128411103861,10
Treatment,2,1,1,10,23/04/2018,1.705020721,0.026234027,0.000921614073904,10
Treatment,2,1,1,10,23/04/2018,0.181763642,0.029850497,0.000127203676407,10
Treatment,2,1,1,10,23/04/2018,0.153927561,0.032367066,0.000126652150784,10
Treatment,2,1,1,10,23/04/2018,0.559804712,0.04923208,0.001065669247826,10
Treatment,2,1,1,10,23/04/2018,0.355823882,0.024498897,0.000167732674408,10
Treatment,2,1,1,10,23/04/2018,0.653161286,0.037169963,0.000708751853332,10
Treatment,2,1,1,10,23/04/2018,0.449537742,0.049968628,0.000881557256208,10
Treatment,2,1,1,10,23/04/2018,0.65740528,0.053769706,0.001492787624702,10
Treatment,2,1,1,10,23/04/2018,1.772387112,0.107026103,0.015945110107046,10
Treatment,2,1,1,11,23/04/2018,1.058178069,0.051796611,0.002229723244957,10
Treatment,2,1,1,11,23/04/2018,0.956087365,0.069976397,0.003676971369487,10
Treatment,2,1,1,11,23/04/2018,2.086994373,0.051852022,0.004406991226308,10
Treatment,2,1,1,12,23/04/2018,1.489841566,0.051458818,0.003098483686471,10
Treatment,2,1,2,2,23/04/2018,0.642289335,0.025741005,0.000334249851669,10
Treatment,2,1,2,2,23/04/2018,1.429912559,0.047854072,0.002571797634388,10
Treatment,2,1,2,3,23/04/2018,0.501819553,0.042745239,0.000720132801478,10
Treatment,2,1,2,3,23/04/2018,1.604730396,0.046381244,0.00271129253869,10
Treatment,2,1,2,3,23/04/2018,0.564097686,0.050158998,0.001114657742984,10
Treatment,2,1,2,3,23/04/2018,1.300102237,0.042425793,0.001837921496801,10
Treatment,2,1,2,3,23/04/2018,0.756922904,0.044453265,0.00117475821434,10
Treatment,2,1,2,4,23/04/2018,1.576930151,0.040869667,0.002068731702251,10
Treatment,2,1,2,4,23/04/2018,1.417633764,0.047738759,0.002537440182239,10
Treatment,2,1,2,4,23/04/2018,0.232585591,0.023670091,0.000102346306837,10
Treatment,2,1,2,4,23/04/2018,0.553030492,0.028447999,0.000351513525078,10
Treatment,2,1,2,4,23/04/2018,0.444939793,0.029680928,0.000307854647161,10
Treatment,2,1,2,4,23/04/2018,0.962279271,0.029978087,0.000679201249717,10
Treatment,2,1,2,4,23/04/2018,0.945440666,0.048798048,0.001768189034118,10
Treatment,2,1,2,4,23/04/2018,0.723500277,0.055614887,0.001757560706439,10
Treatment,2,1,2,4,23/04/2018,0.299470848,0.032168045,0.000243384772104,10
Treatment,2,1,2,4,23/04/2018,0.33039261,0.032720145,0.000277811537791,10
Treatment,2,1,2,4,23/04/2018,1.121376887,0.039039386,0.001342292217565,10
Treatment,2,1,2,4,23/04/2018,1.25213813,0.042340692,0.001763021703806,10
Treatment,2,1,2,4,23/04/2018,0.891071765,0.048660418,0.001657119651797,10
Treatment,2,1,2,5,23/04/2018,1.001138438,0.041483717,0.001353128297487,10
Treatment,2,1,2,9,23/04/2018,0.463058092,0.024257844,0.000214007695355,10
Treatment,2,1,2,9,23/04/2018,0.297079969,0.034763364,0.000281972319065,10
Treatment,2,1,2,9,23/04/2018,0.465415236,0.044180278,0.000713488536111,10
Treatment,2,1,2,9,23/04/2018,0.82964024,0.030165196,0.000592913892017,10
Treatment,2,1,2,9,23/04/2018,1.518147082,0.033808607,0.001362880939923,10
Treatment,2,1,2,10,23/04/2018,0.282770488,0.011354364,2.86318375597398E-05,10
Treatment,2,1,2,10,23/04/2018,1.226417691,0.027133173,0.000709135274233,10
Treatment,2,1,2,10,23/04/2018,0.476569747,0.028681492,0.000307906929515,10
Treatment,2,1,2,10,23/04/2018,1.736052355,0.060597993,0.005006898806342,10
Treatment,2,1,2,10,23/04/2018,0.584405665,0.014474806,9.61677455894571E-05,10
Treatment,2,1,2,10,23/04/2018,0.10916204,0.016524649,2.34113061586456E-05,10
Treatment,2,1,2,10,23/04/2018,1.291631215,0.035121012,0.001251301858415,10
Treatment,2,1,2,11,23/04/2018,0.376355307,0.019554306,0.00011302444238,10
Treatment,2,1,2,11,23/04/2018,0.65492985,0.021226352,0.000231758154169,10
Treatment,2,1,2,11,23/04/2018,0.304856771,0.021830248,0.000114104480711,10
Treatment,2,1,2,11,23/04/2018,0.389346558,0.042523434,0.000552945734331,10
Treatment,2,1,2,11,23/04/2018,0.598147823,0.0253284,0.000301379392652,10
Treatment,2,1,2,11,23/04/2018,0.167287638,0.03005151,0.000118654977573,10
Treatment,2,1,2,11,23/04/2018,0.775296126,0.036335039,0.00080391177482,10
Treatment,2,1,2,11,23/04/2018,1.136219107,0.048514604,0.002100373761804,10
Treatment,2,1,2,11,23/04/2018,1.160830421,0.039394758,0.001414930698808,10
Treatment,2,1,2,12,23/04/2018,0.105554602,0.008963249,6.66035855605797E-06,10
Treatment,2,1,2,12,23/04/2018,1.16279132,0.031901156,0.000929403144264,10
Treatment,2,1,2,12,23/04/2018,0.808381002,0.032039107,0.000651728058282,10
Treatment,2,1,2,12,23/04/2018,0.14159812,0.023369048,6.07336025484095E-05,10
Treatment,2,1,2,12,23/04/2018,0.269490155,0.026589379,0.000149640381784,10
Treatment,2,1,2,12,23/04/2018,0.16266622,0.035933944,0.00016496684273,10
Treatment,2,1,2,12,23/04/2018,1.553108589,0.038275039,0.001786992047304,10
Treatment,2,1,2,12,23/04/2018,0.675240595,0.042769475,0.000970098642759,10
Treatment,2,1,2,12,23/04/2018,0.456929394,0.063290652,0.001437532760284,10
Treatment,2,1,2,12,23/04/2018,1.558565568,0.064072652,0.005025276843638,10
Treatment,2,1,2,13,23/04/2018,1.137676033,0.020098861,0.000360953300261,10
Treatment,2,1,2,13,23/04/2018,1.816981669,0.026050517,0.000968440077734,10
Treatment,2,1,2,13,23/04/2018,1.3329432,0.028186705,0.000831744194863,10
Treatment,2,1,2,13,23/04/2018,1.288442708,0.043889406,0.001949279128717,10
Treatment,2,1,2,13,23/04/2018,0.395742347,0.029728005,0.000274684131104,10
Treatment,2,1,2,13,23/04/2018,1.304292621,0.033392934,0.001142282990929,10
Treatment,2,1,3,1,23/04/2018,0.277360175,0.030629127,0.00020436327528,10
Treatment,2,1,3,1,23/04/2018,0.606839636,0.033549771,0.000536466458846,10
Treatment,2,1,3,1,23/04/2018,0.883918577,0.043411626,0.00130831970227,10
Treatment,2,1,3,1,23/04/2018,0.64600567,0.051524674,0.001346965119844,10
Treatment,2,1,3,3,23/04/2018,0.169952092,0.031615198,0.000133415977188,10
Treatment,2,1,3,3,23/04/2018,0.094878114,0.032816335,8.02482759122914E-05,10
Treatment,2,1,3,3,23/04/2018,0.056410875,0.034018629,5.12726736472884E-05,10
Treatment,2,1,3,3,23/04/2018,0.161193654,0.03749726,0.000178006771271,10
Treatment,2,1,3,3,23/04/2018,0.096271648,0.039928837,0.000120548342206,10
Treatment,2,1,3,3,23/04/2018,0.128183036,0.040490471,0.000165053875251,10
Treatment,2,1,3,3,23/04/2018,0.299456705,0.041736319,0.000409686678405,10
Treatment,2,1,3,3,23/04/2018,0.111200952,0.047596211,0.000197853064847,10
Treatment,2,1,3,3,23/04/2018,0.121302556,0.048966477,0.000228432127403,10
Treatment,2,1,3,3,23/04/2018,0.84990706,0.064681394,0.002792670475983,10
Treatment,2,1,3,3,23/04/2018,0.286678312,0.065539769,0.000967150734206,10
Treatment,2,1,3,4,23/04/2018,1.215331893,0.050675345,0.00245119486176,10
Treatment,2,1,3,4,23/04/2018,0.108860328,0.056076393,0.00026885572859,10
Treatment,2,1,3,4,23/04/2018,0.151454598,0.075386759,0.000676024012578,10
Treatment,2,1,3,4,23/04/2018,1.500350075,0.021950671,0.000567776900832,10
Treatment,2,1,3,5,23/04/2018,0.59561102,0.032652293,0.000498746210412,10
Treatment,2,1,3,6,23/04/2018,0.946614213,0.033966419,0.000857752634701,10
Treatment,2,1,3,6,23/04/2018,1.354883474,0.06124197,0.003991073858852,10
Treatment,2,1,3,6,23/04/2018,0.952592696,0.025094245,0.000471134631946,10
Treatment,2,1,3,6,23/04/2018,0.414384861,0.025175824,0.000206281738483,10
Treatment,2,1,3,6,23/04/2018,0.701374951,0.035026547,0.000675825255394,10
Treatment,2,1,3,9,23/04/2018,0.48960837,0.037071198,0.000528459354718,10
Treatment,2,1,3,9,23/04/2018,0.571787143,0.044691546,0.000896963264976,10
Treatment,2,1,3,12,23/04/2018,0.648090728,0.010490098,5.60124299316862E-05,10
Treatment,2,1,3,12,23/04/2018,0.557570004,0.01218192,6.4986089214073E-05,10
Treatment,2,1,4,2,23/04/2018,0.677829061,0.022468385,0.000268753057152,10
Treatment,2,1,4,2,23/04/2018,0.736415052,0.022873945,0.00030261769312,10
Treatment,2,1,4,3,23/04/2018,0.452548707,0.026769449,0.000254702792898,10
Treatment,2,1,4,3,23/04/2018,0.972421799,0.03313724,0.000838642499013,10
Treatment,2,1,4,3,23/04/2018,1.587102349,0.028064924,0.000981798105925,10
Treatment,2,1,4,3,23/04/2018,0.567094169,0.045848355,0.000936250823408,10
Treatment,2,1,4,3,23/04/2018,2.143765586,0.023015886,0.000891912406467,10
Treatment,2,1,4,3,23/04/2018,0.033782981,0.050899355,6.87403978526148E-05,10
Treatment,2,1,4,3,23/04/2018,0.786294353,0.043123614,0.001148431169699,10
Treatment,2,1,4,3,23/04/2018,0.888346212,0.050564884,0.001783897101634,10
Treatment,2,1,4,4,23/04/2018,1.613057865,0.047613762,0.00287213239289,10
Treatment,2,1,4,4,23/04/2018,0.307015397,0.026396136,0.000168008163774,10
Treatment,2,1,4,4,23/04/2018,0.902856553,0.032463449,0.000747304480447,10
Treatment,2,1,4,4,23/04/2018,0.33884243,0.035759487,0.000340306200244,10
Treatment,2,1,4,4,23/04/2018,0.561405727,0.041383199,0.000755117390038,10
Treatment,2,1,4,4,23/04/2018,0.579328699,0.042754089,0.000831706071243,10
Treatment,2,1,4,4,23/04/2018,1.382092993,0.034980775,0.001328267767127,10
Treatment,2,1,4,4,23/04/2018,0.579436116,0.049357215,0.001108654868788,10
Treatment,2,1,4,4,23/04/2018,1.257938111,0.053167135,0.002792770870103,10
Treatment,2,1,4,5,23/04/2018,0.666750801,0.035968894,0.000677496769362,10
Treatment,2,1,4,5,23/04/2018,1.471479805,0.046495711,0.002498443927662,10
